District,Crop,Season,Soil_pH,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Rainfall,Area_Hectares,Production_Tonnes,Recommended_Fertilizer,Fertilizer_Quantity_per_Hectare,Organic_Input,Organic_Quantity_per_Hectare,Expected_Yield_Increase_Percent
Solapur,Pomegranate,Summer,7.62,30,8,29,24.3,75.7,1130,3822,4605,Muriate of Potash,67,Cow Dung,1403,12.2
Ahmednagar,Cotton(lint),Kharif,6.2,37,14,11,31.4,61.0,830,2262,11172,Magnesium Sulphate,142,Vermicompost,1547,15.4
Sangli,Sugarcane,Summer,6.71,15,22,27,32.2,72.4,655,1660,7347,Urea,197,Compost,1993,5.7
Satara,Sugarcane,Kharif,4.53,33,12,34,24.5,38.3,647,1677,5907,NPK,93,Cow Dung,1243,11.3
Pune,Pomegranate,Rabi,7.32,10,13,20,25.7,70.7,932,3187,6356,Magnesium Sulphate,86,Vermicompost,922,8.3
Kolhapur,Grapes,Rabi,6.48,38,23,10,28.8,54.7,440,4041,10962,Ferrous Sulphate,176,Cow Dung,1700,7.8
Pune,Pomegranate,Kharif,7.89,20,17,25,21.9,85.1,858,1153,12008,Single Super Phosphate,68,Cow Dung,1352,11.7
Kolhapur,Sugarcane,Rabi,7.31,22,29,26,27.5,69.4,1189,2237,8151,Zinc Sulphate,81,Cow Dung,1330,21.0
Sangli,Soyabean,Kharif,7.9,21,10,25,35.5,66.6,676,4275,13227,14-35-14,155,Vermicompost,1789,9.0
Pune,Cotton(lint),Rabi,6.13,10,26,19,29.1,55.2,594,3082,4384,28-28-0,71,Cow Dung,1472,15.6
Pune,Wheat,Rabi,7.83,30,11,26,28.9,55.2,470,2863,12664,20-20-0,171,Cow Dung,1128,20.0
Ahmednagar,Pomegranate,Summer,8.68,24,25,39,31.4,72.1,669,2543,14148,Magnesium Sulphate,178,Cow Dung,1069,9.8
Sangli,Grapes,Summer,7.61,10,10,12,29.6,55.0,734,3953,14538,Muriate of Potash,103,Compost,1793,23.5
Pune,Grapes,Kharif,7.63,12,15,27,25.0,54.6,984,78,2254,Single Super Phosphate,197,Vermicompost,1852,22.3
Kolhapur,Onion,Rabi,7.14,35,21,28,21.3,81.9,707,4109,7842,Single Super Phosphate,107,FYM,1978,10.0
Solapur,Cotton(lint),Rabi,6.58,24,23,23,25.5,68.5,826,1310,14327,DAP,119,Compost,1818,24.8
Pune,Cotton(lint),Rabi,7.61,18,29,30,22.1,51.8,598,3720,14365,Muriate of Potash,112,Cow Dung,621,18.4
Kolhapur,Cotton(lint),Summer,5.8,23,16,34,24.9,71.6,475,4944,2904,14-35-14,52,Cow Dung,658,10.7
Satara,Pomegranate,Kharif,6.67,38,25,11,22.5,61.7,1186,3560,2320,Muriate of Potash,148,FYM,1701,18.6
Pune,Sugarcane,Kharif,5.58,32,25,21,24.4,43.8,1194,2386,12281,DAP,94,FYM,1851,18.3
Kolhapur,Soyabean,Kharif,6.44,37,28,20,20.1,59.0,1057,3373,9290,NPK,192,Compost,806,17.1
Solapur,Pomegranate,Rabi,7.51,31,17,39,23.2,52.4,924,149,821,Urea,66,Cow Dung,1612,19.2
Sangli,Wheat,Kharif,7.4,33,22,26,27.6,68.1,1040,3706,9506,Muriate of Potash,192,FYM,1250,10.4
Satara,Sugarcane,Summer,7.04,17,11,36,28.6,57.1,629,4567,9985,DAP,54,Compost,1561,24.6
Pune,Pomegranate,Summer,7.14,31,29,15,27.8,66.1,484,743,7074,Ferrous Sulphate,60,FYM,1090,22.2
Ahmednagar,Soyabean,Kharif,5.49,13,27,28,24.5,73.0,561,4851,14660,Magnesium Sulphate,141,Cow Dung,845,19.9
Kolhapur,Cotton(lint),Rabi,6.7,29,9,22,26.5,93.3,796,67,5903,Potash,191,Cow Dung,1775,5.5
Solapur,Soyabean,Summer,6.45,29,20,16,33.8,88.8,770,3759,3494,Ferrous Sulphate,88,Cow Dung,648,16.8
Ahmednagar,Sugarcane,Summer,6.47,15,26,31,23.1,67.7,962,2820,4125,20-20-0,91,Cow Dung,1539,19.1
Pune,Pomegranate,Rabi,7.48,10,8,20,32.4,64.4,614,1080,11871,Zinc Sulphate,143,Vermicompost,1890,22.1
Kolhapur,Cotton(lint),Rabi,6.31,37,27,16,20.2,57.9,400,4525,8228,20-20-0,54,Vermicompost,1334,23.9
Pune,Pomegranate,Kharif,6.52,27,5,22,19.2,45.3,776,4259,14569,17-17-17,101,Vermicompost,1280,23.3
Satara,Sugarcane,Summer,5.33,15,8,22,25.4,37.6,811,1669,5256,Potash,199,Compost,617,13.1
Solapur,Wheat,Summer,6.76,39,7,30,25.9,54.9,1034,900,14528,28-28-0,93,Compost,1203,22.9
Solapur,Cotton(lint),Kharif,6.13,23,8,10,21.5,84.6,1199,1946,14510,NPK,164,FYM,816,5.0
Satara,Soyabean,Kharif,7.06,20,5,39,24.7,84.2,599,1025,11095,NPK,176,FYM,787,12.0
Pune,Sugarcane,Summer,6.24,26,16,28,27.6,65.9,582,2566,10522,Calcium Nitrate,165,Compost,1407,7.3
Pune,Onion,Summer,7.08,18,17,28,22.1,70.6,809,4238,4912,12-32-16,198,FYM,1874,22.7
Nashik,Soyabean,Rabi,6.88,37,6,32,30.1,57.7,797,1565,8750,Ferrous Sulphate,117,Compost,796,23.6
Pune,Soyabean,Rabi,8.34,31,13,24,30.5,64.6,615,1175,9993,NPK,96,Vermicompost,1717,10.1
Solapur,Cotton(lint),Summer,7.4,16,11,23,31.0,55.7,1151,542,8918,17-17-17,176,Compost,1915,12.3
Pune,Pomegranate,Summer,5.53,23,17,38,22.4,55.7,748,3086,2556,28-28-0,84,Compost,942,24.7
Ahmednagar,Grapes,Rabi,5.99,37,26,12,22.9,72.4,979,2576,306,NPK,56,FYM,1804,16.3
Ahmednagar,Soyabean,Kharif,7.04,26,6,36,25.3,57.7,993,216,11608,14-35-14,165,FYM,1400,14.9
Satara,Sugarcane,Kharif,6.26,17,5,30,24.9,70.9,1053,4285,1456,NPK,101,Compost,800,15.0
Ahmednagar,Onion,Summer,4.63,37,22,29,24.7,63.2,440,4239,13060,NPK,159,Cow Dung,1397,18.9
Pune,Wheat,Summer,8.08,25,11,13,29.0,82.0,1150,625,11888,28-28-0,95,FYM,925,24.1
Sangli,Onion,Rabi,7.58,21,22,38,28.4,71.6,402,655,7561,10-26-26,186,Compost,749,12.3
Pune,Sugarcane,Summer,7.42,21,23,16,22.5,67.9,493,3393,7256,10-26-26,72,FYM,1185,8.5
Solapur,Cotton(lint),Kharif,6.51,37,12,10,21.4,47.8,458,1868,14365,12-32-16,180,Cow Dung,1251,8.7
Nashik,Sugarcane,Rabi,7.34,37,27,32,21.0,59.1,1139,1205,8251,Urea,176,FYM,1497,5.4
Kolhapur,Grapes,Rabi,6.44,14,16,33,22.5,64.4,806,4729,10231,NPK,58,Compost,905,16.1
Solapur,Grapes,Kharif,7.16,14,15,28,29.4,65.7,417,865,11087,Single Super Phosphate,102,Compost,1300,23.6
Satara,Grapes,Kharif,6.26,23,13,12,26.6,73.0,893,2690,12660,20-20-0,97,Cow Dung,743,19.3
Ahmednagar,Soyabean,Rabi,8.21,15,8,29,29.7,67.5,1150,1585,6622,Muriate of Potash,172,Compost,866,24.9
Sangli,Cotton(lint),Summer,5.74,16,11,24,19.2,52.6,907,2783,2773,17-17-17,131,Cow Dung,619,23.2
Solapur,Pomegranate,Kharif,7.99,32,21,22,27.1,72.1,985,1012,1149,Urea,158,Compost,1349,14.8
Kolhapur,Grapes,Rabi,7.03,30,15,31,27.0,59.5,731,3084,6923,12-32-16,56,Compost,1963,14.7
Sangli,Pomegranate,Summer,6.61,26,6,23,30.8,57.2,568,2097,2691,12-32-16,148,FYM,932,17.6
Satara,Wheat,Summer,7.13,36,27,16,24.4,51.8,1175,4591,6976,Ferrous Sulphate,80,FYM,682,7.2
Ahmednagar,Wheat,Rabi,7.59,18,22,10,24.1,60.8,1071,3910,12081,Ammonium Sulphate,151,Cow Dung,1984,17.2
Nashik,Pomegranate,Kharif,8.09,31,26,22,32.0,58.3,1080,1564,4104,Magnesium Sulphate,105,FYM,1258,14.3
Solapur,Sugarcane,Summer,7.25,22,16,13,25.3,78.9,605,3401,6073,Potash,148,Vermicompost,1641,17.9
Solapur,Grapes,Kharif,6.29,18,13,21,26.7,61.8,920,1117,8382,Single Super Phosphate,54,Cow Dung,530,16.3
Solapur,Soyabean,Rabi,7.04,36,15,16,27.9,71.4,904,931,8767,Magnesium Sulphate,79,Vermicompost,1476,11.2
Satara,Wheat,Kharif,8.45,25,9,36,19.3,43.4,745,3689,8156,Magnesium Sulphate,71,Cow Dung,1672,17.2
Sangli,Onion,Summer,8.08,13,11,11,26.2,73.9,703,1599,2146,14-35-14,194,Vermicompost,1027,12.3
Sangli,Cotton(lint),Rabi,7.73,11,5,26,21.0,72.7,514,2787,13113,NPK,187,FYM,1796,8.9
Satara,Onion,Summer,7.64,22,28,10,25.6,47.5,1063,4607,5407,12-32-16,76,FYM,1363,18.5
Solapur,Pomegranate,Summer,7.56,22,29,35,24.8,54.5,486,150,7836,Ammonium Sulphate,176,Compost,1908,11.1
Pune,Wheat,Rabi,7.93,28,9,23,24.0,57.0,494,3582,3790,Muriate of Potash,184,Vermicompost,601,22.8
Satara,Wheat,Rabi,6.63,21,10,39,28.5,62.6,1142,2866,12317,Muriate of Potash,72,Compost,1595,9.0
Ahmednagar,Sugarcane,Kharif,5.92,13,17,31,26.4,56.5,827,457,3366,Muriate of Potash,124,Cow Dung,1122,17.0
Ahmednagar,Sugarcane,Rabi,7.06,19,15,37,21.8,62.1,1097,2565,4729,Ferrous Sulphate,166,Vermicompost,1304,16.4
Nashik,Grapes,Kharif,6.35,25,12,30,21.6,72.8,849,1789,2845,Muriate of Potash,185,Compost,907,9.0
Satara,Pomegranate,Rabi,6.16,37,24,10,29.4,58.3,1025,4102,7123,Magnesium Sulphate,57,Cow Dung,1870,13.8
Kolhapur,Cotton(lint),Summer,6.42,33,6,35,25.8,68.6,1185,308,8376,12-32-16,150,Vermicompost,1890,18.5
Ahmednagar,Grapes,Kharif,8.99,28,19,12,20.3,67.1,940,558,2739,Ammonium Sulphate,54,Compost,1329,11.4
Ahmednagar,Sugarcane,Rabi,7.11,17,14,20,24.3,29.5,1114,3871,5036,Single Super Phosphate,135,Vermicompost,1288,7.3
Ahmednagar,Soyabean,Kharif,7.29,15,12,16,25.4,55.3,401,4454,176,Zinc Sulphate,179,Vermicompost,1117,17.3
Pune,Cotton(lint),Kharif,6.02,13,6,37,21.1,76.8,477,3733,6573,20-20-0,61,Compost,1048,9.5
Kolhapur,Soyabean,Kharif,5.52,39,25,34,23.5,54.3,723,4770,10722,NPK,96,FYM,790,18.6
Solapur,Grapes,Summer,6.34,16,19,38,29.7,52.2,1142,3776,3604,10-26-26,75,FYM,921,21.8
Solapur,Sugarcane,Rabi,8.15,23,10,18,36.0,77.4,497,728,2524,20-20-0,151,Compost,680,7.5
Satara,Cotton(lint),Rabi,7.27,36,9,31,27.2,66.8,1028,1333,6584,Urea,169,Cow Dung,1154,13.8
Pune,Grapes,Kharif,7.48,22,26,12,20.6,82.5,509,4887,5396,Zinc Sulphate,119,Compost,613,13.9
Ahmednagar,Wheat,Rabi,7.59,30,26,10,25.1,59.4,1078,956,6667,20-20-0,51,Compost,1761,17.7
Solapur,Grapes,Summer,6.53,14,7,28,26.5,79.4,856,317,6186,Single Super Phosphate,75,Vermicompost,1617,11.7
Kolhapur,Pomegranate,Kharif,8.11,18,15,35,29.1,54.3,887,3153,2321,Calcium Nitrate,63,FYM,759,13.4
Solapur,Onion,Summer,6.49,38,15,11,29.2,34.2,770,4956,505,17-17-17,131,FYM,1630,5.2
Kolhapur,Wheat,Summer,8.12,12,20,36,31.5,73.1,736,1250,2229,Potash,151,FYM,743,7.4
Pune,Soyabean,Rabi,7.35,19,7,30,26.0,71.9,998,1166,12408,17-17-17,81,FYM,922,16.4
Solapur,Wheat,Rabi,5.57,24,13,33,26.1,73.1,421,948,6934,Single Super Phosphate,111,Compost,834,9.3
Ahmednagar,Grapes,Kharif,6.4,29,7,14,18.4,62.5,1121,2840,497,14-35-14,164,Vermicompost,1546,7.9
Pune,Wheat,Summer,5.57,30,23,26,21.9,82.6,704,2694,14765,NPK,79,FYM,770,11.5
Sangli,Onion,Rabi,7.93,26,15,28,20.6,75.4,671,1108,14660,20-20-0,190,FYM,1663,8.3
Ahmednagar,Pomegranate,Kharif,6.98,32,18,37,22.6,74.9,889,737,10092,DAP,80,Vermicompost,1989,6.2
Pune,Grapes,Kharif,5.22,33,6,14,21.4,66.5,845,837,3573,DAP,86,Compost,953,10.7
Satara,Onion,Rabi,7.3,15,11,32,21.7,48.8,677,4544,10100,Single Super Phosphate,151,Compost,1907,8.3
Solapur,Wheat,Summer,6.57,34,14,30,30.4,65.8,1050,2694,5089,12-32-16,177,Compost,1093,21.0
Ahmednagar,Onion,Kharif,5.81,12,14,23,18.3,69.3,776,2214,4026,DAP,135,FYM,1900,6.3
Nashik,Wheat,Rabi,8.34,27,24,19,25.2,89.4,631,4507,2044,NPK,108,FYM,1509,19.9
Ahmednagar,Cotton(lint),Kharif,7.09,14,5,30,29.5,68.2,1144,253,8729,Magnesium Sulphate,77,FYM,1961,12.7
Sangli,Wheat,Rabi,6.77,22,10,16,24.8,52.4,991,3267,5491,Ferrous Sulphate,171,Compost,1355,18.5
Pune,Sugarcane,Kharif,6.68,34,25,38,31.3,70.6,825,2541,5499,Zinc Sulphate,110,FYM,1945,6.1
Nashik,Onion,Summer,5.79,36,18,17,23.6,80.1,454,4872,322,28-28-0,196,Cow Dung,1679,23.4
Sangli,Pomegranate,Kharif,5.96,10,6,39,33.0,85.5,840,2088,1710,28-28-0,65,Vermicompost,1858,20.3
Satara,Onion,Rabi,8.03,26,10,17,19.7,63.7,433,3418,7930,Potash,118,Cow Dung,631,7.8
Ahmednagar,Soyabean,Rabi,6.62,35,5,16,31.3,62.6,728,3608,10252,17-17-17,93,Cow Dung,1267,9.4
Solapur,Pomegranate,Rabi,7.02,12,7,22,22.4,48.1,853,4107,4704,DAP,162,FYM,1000,17.9
Nashik,Pomegranate,Summer,5.36,35,8,23,31.8,57.8,787,4912,4100,Ferrous Sulphate,187,Vermicompost,1663,23.4
Solapur,Soyabean,Rabi,5.95,28,17,28,24.1,70.2,1163,1276,2764,Potash,68,Cow Dung,634,13.9
Pune,Sugarcane,Rabi,7.49,30,7,20,30.4,46.7,829,4540,1165,Calcium Nitrate,133,Compost,1266,14.7
Pune,Onion,Summer,7.3,29,19,11,31.1,89.6,875,4393,13587,Magnesium Sulphate,142,Compost,1311,9.8
Satara,Pomegranate,Rabi,8.4,31,17,26,23.7,60.7,524,3561,5464,Ferrous Sulphate,190,Compost,1930,12.7
Sangli,Onion,Rabi,8.07,21,26,15,30.1,66.4,922,963,9568,14-35-14,193,Compost,1269,10.7
Nashik,Pomegranate,Summer,6.82,17,15,38,25.9,69.1,881,1469,5493,Ferrous Sulphate,149,Vermicompost,593,12.0
Satara,Soyabean,Kharif,7.38,17,8,18,20.1,78.5,716,2753,7202,Muriate of Potash,88,Compost,1764,5.4
Sangli,Soyabean,Rabi,6.75,24,21,28,28.0,68.2,521,405,7601,Magnesium Sulphate,116,Vermicompost,664,5.8
Kolhapur,Wheat,Kharif,8.64,20,9,14,21.9,52.2,946,3522,703,Single Super Phosphate,122,Vermicompost,824,18.6
Kolhapur,Grapes,Summer,7.92,29,25,18,23.4,70.1,980,290,5230,Calcium Nitrate,99,Vermicompost,1741,18.6
Sangli,Onion,Rabi,7.14,10,29,39,22.4,78.5,712,1960,6395,Magnesium Sulphate,102,Vermicompost,1439,11.6
Pune,Onion,Rabi,7.16,38,28,39,27.5,54.3,886,2326,8480,NPK,95,FYM,1119,22.7
Pune,Pomegranate,Summer,8.16,25,12,34,22.1,74.6,1050,670,7203,20-20-0,101,Cow Dung,730,10.3
Kolhapur,Wheat,Rabi,7.46,39,25,16,21.1,68.1,411,904,8967,Muriate of Potash,173,FYM,1081,12.9
Pune,Onion,Kharif,8.25,23,28,39,21.8,66.1,524,3793,737,12-32-16,54,Cow Dung,1232,19.6
Solapur,Pomegranate,Kharif,5.25,16,14,13,23.2,57.3,1058,2364,14646,Single Super Phosphate,123,FYM,1702,19.9
Pune,Sugarcane,Summer,7.37,15,11,36,28.0,62.3,476,3250,10288,NPK,144,Compost,1603,22.2
Sangli,Soyabean,Rabi,6.59,30,21,27,29.6,70.3,979,3674,1944,28-28-0,124,Vermicompost,1877,5.6
Ahmednagar,Soyabean,Rabi,8.41,13,11,27,29.6,59.9,1117,1110,14774,Muriate of Potash,165,Compost,1170,8.7
Sangli,Grapes,Summer,8.24,31,28,29,25.9,53.2,635,431,146,DAP,179,Compost,1684,17.8
Pune,Soyabean,Kharif,7.03,17,23,26,25.8,52.8,970,1182,919,14-35-14,117,Compost,1950,11.8
Sangli,Cotton(lint),Kharif,8.23,31,13,39,25.3,68.4,1169,2526,3907,17-17-17,129,FYM,902,5.9
Nashik,Sugarcane,Summer,8.43,28,28,13,27.8,70.9,653,3185,3122,Zinc Sulphate,154,Compost,1555,16.7
Kolhapur,Sugarcane,Rabi,7.06,34,6,37,30.5,64.2,805,2888,1180,DAP,118,Vermicompost,620,12.9
Ahmednagar,Wheat,Kharif,8.98,12,26,39,25.4,86.8,642,2129,3246,Ferrous Sulphate,191,Vermicompost,1226,12.3
Nashik,Cotton(lint),Rabi,6.97,13,24,36,28.1,44.6,860,994,1377,12-32-16,192,Cow Dung,884,10.3
Nashik,Onion,Kharif,6.83,22,23,31,21.0,69.6,676,4012,12026,Magnesium Sulphate,183,FYM,1948,5.1
Pune,Grapes,Rabi,7.69,30,10,25,29.4,42.9,868,4251,6841,14-35-14,65,Vermicompost,975,8.6
Pune,Sugarcane,Kharif,6.72,36,14,31,26.9,63.8,619,2579,2317,17-17-17,136,Vermicompost,1059,14.5
Nashik,Cotton(lint),Rabi,7.07,11,17,32,21.9,68.0,624,4351,5365,28-28-0,173,FYM,1690,10.5
Nashik,Cotton(lint),Summer,8.13,20,29,14,30.3,62.9,500,3368,2986,Single Super Phosphate,189,Compost,888,22.5
Satara,Pomegranate,Kharif,7.02,25,6,18,21.0,41.6,1033,884,13444,Ferrous Sulphate,90,Vermicompost,1856,7.9
Satara,Sugarcane,Summer,5.64,19,14,11,16.9,63.9,1129,3800,5734,Muriate of Potash,168,Compost,1289,22.5
Solapur,Pomegranate,Kharif,7.29,24,14,11,29.4,65.0,906,4234,9087,17-17-17,68,Vermicompost,1252,13.1
Kolhapur,Wheat,Kharif,6.44,36,9,13,27.5,75.8,986,3437,3428,Single Super Phosphate,125,Cow Dung,1994,10.5
Nashik,Cotton(lint),Kharif,7.69,19,26,29,21.2,47.9,730,4288,7393,DAP,158,Compost,1203,11.1
Sangli,Soyabean,Rabi,7.56,11,8,29,27.4,82.3,636,256,3106,10-26-26,168,Vermicompost,552,11.6
Ahmednagar,Cotton(lint),Kharif,8.18,15,27,26,30.7,34.8,738,3584,11476,17-17-17,162,FYM,1066,15.1
Satara,Onion,Summer,7.73,23,6,29,27.0,49.4,1151,2102,7058,Potash,51,FYM,1320,12.1
Pune,Sugarcane,Rabi,7.87,11,11,37,35.8,67.1,905,4356,8072,10-26-26,69,FYM,1544,17.9
Nashik,Onion,Rabi,6.46,19,22,30,22.6,68.7,564,78,10681,Ammonium Sulphate,168,Vermicompost,1542,13.5
Sangli,Wheat,Kharif,7.64,26,21,34,17.1,83.1,1068,1263,4243,Zinc Sulphate,144,Compost,1361,18.4
Ahmednagar,Grapes,Rabi,8.57,17,15,28,20.4,67.3,1122,237,14799,Potash,186,Cow Dung,1979,17.1
Sangli,Soyabean,Kharif,6.45,35,25,12,16.8,63.8,1188,1910,12150,DAP,70,Cow Dung,821,9.9
Solapur,Sugarcane,Summer,8.44,25,22,39,34.6,70.3,1127,2622,5617,Muriate of Potash,57,Vermicompost,1326,21.3
Sangli,Cotton(lint),Rabi,6.56,23,12,14,26.0,36.9,617,4064,1318,Muriate of Potash,78,Vermicompost,932,21.0
Pune,Soyabean,Rabi,6.32,19,16,19,33.8,52.9,1144,4302,8118,NPK,84,Vermicompost,1582,24.8
Satara,Cotton(lint),Summer,7.24,22,28,15,24.6,50.9,775,2177,10052,Calcium Nitrate,87,Compost,1674,8.5
Sangli,Wheat,Summer,7.57,10,5,12,22.4,76.4,411,1941,9016,Ferrous Sulphate,139,FYM,1963,22.0
Ahmednagar,Grapes,Kharif,7.73,19,24,26,19.1,80.6,831,2757,1444,Magnesium Sulphate,117,Compost,557,22.4
Satara,Sugarcane,Rabi,6.23,39,29,19,24.4,87.4,482,1791,14205,Ammonium Sulphate,180,Compost,1517,17.8
Solapur,Wheat,Summer,7.35,31,25,33,29.4,71.8,830,2723,237,Single Super Phosphate,158,Vermicompost,1250,15.1
Solapur,Wheat,Rabi,6.45,21,16,21,25.1,75.7,1024,1863,4550,17-17-17,160,Cow Dung,1816,24.1
Kolhapur,Grapes,Summer,5.81,39,10,10,19.6,66.1,877,4377,14256,Calcium Nitrate,61,Compost,681,24.5
Pune,Wheat,Rabi,6.26,26,7,27,28.6,59.0,1182,209,13481,Ammonium Sulphate,81,Cow Dung,1106,17.8
Satara,Wheat,Summer,6.4,33,9,28,29.4,52.0,1106,393,5006,20-20-0,112,Vermicompost,1601,12.2
Solapur,Cotton(lint),Rabi,7.42,23,18,31,23.9,51.0,768,254,13993,20-20-0,92,Compost,1460,21.3
Solapur,Pomegranate,Kharif,7.92,14,16,29,23.4,48.5,1052,3092,11846,Single Super Phosphate,156,FYM,604,6.8
Satara,Onion,Rabi,5.82,28,17,13,19.2,73.8,1035,2935,14131,DAP,87,FYM,1784,10.8
Sangli,Cotton(lint),Kharif,7.28,14,17,24,28.5,60.1,540,354,2859,Muriate of Potash,78,Compost,1106,24.7
Ahmednagar,Grapes,Kharif,6.06,24,21,18,24.2,56.3,1119,2767,158,Potash,104,FYM,1746,21.3
Sangli,Soyabean,Kharif,7.5,22,28,15,15.3,40.7,1026,3991,870,Ferrous Sulphate,101,Compost,1489,23.8
Ahmednagar,Grapes,Rabi,6.5,26,19,21,20.1,54.0,1117,449,488,Muriate of Potash,164,FYM,983,16.9
Solapur,Grapes,Rabi,6.16,10,10,27,28.2,61.6,855,3570,12216,14-35-14,68,Vermicompost,628,13.2
Solapur,Grapes,Kharif,7.64,37,16,32,24.6,46.6,901,1035,3522,Zinc Sulphate,84,FYM,818,24.6
Pune,Grapes,Summer,6.53,23,6,24,21.5,96.9,802,1855,7112,12-32-16,97,FYM,1206,11.2
Satara,Wheat,Rabi,6.75,13,8,38,26.2,48.9,687,2146,12726,NPK,159,Vermicompost,1008,20.1
Nashik,Grapes,Rabi,5.22,34,24,28,22.6,78.8,754,4351,4952,Ferrous Sulphate,80,Vermicompost,519,16.2
Solapur,Soyabean,Rabi,7.76,39,29,18,23.4,63.6,742,1509,695,12-32-16,52,FYM,1251,9.6
Ahmednagar,Grapes,Rabi,7.66,18,29,31,24.9,58.2,548,1395,8727,Potash,137,Cow Dung,734,5.3
Ahmednagar,Cotton(lint),Kharif,7.0,26,25,33,32.7,62.0,609,280,9765,17-17-17,101,Cow Dung,1105,12.7
Sangli,Wheat,Summer,5.78,12,16,22,32.7,65.2,511,3832,12764,Ferrous Sulphate,120,Compost,1053,16.0
Sangli,Cotton(lint),Summer,7.97,22,7,25,18.1,67.7,1053,3550,2082,Ferrous Sulphate,100,FYM,1873,8.7
Solapur,Wheat,Summer,6.47,21,21,22,25.7,53.2,935,932,10730,10-26-26,105,Compost,952,13.3
Solapur,Cotton(lint),Summer,6.64,25,10,10,20.2,71.7,448,2823,14916,Single Super Phosphate,148,Vermicompost,1085,17.3
Kolhapur,Sugarcane,Kharif,8.85,13,28,27,21.7,61.6,1199,2381,11160,Single Super Phosphate,70,FYM,1483,19.3
Ahmednagar,Onion,Rabi,6.44,27,21,31,18.6,49.0,730,482,12501,28-28-0,178,Vermicompost,922,6.1
Pune,Onion,Rabi,7.59,32,21,12,22.5,59.9,764,1258,12109,Potash,157,FYM,1713,18.3
Satara,Wheat,Kharif,7.45,12,15,26,21.2,82.0,410,2730,9065,20-20-0,102,FYM,1648,6.1
Satara,Sugarcane,Rabi,7.31,26,27,31,30.1,67.6,587,2313,10218,Ammonium Sulphate,55,Vermicompost,505,5.6
Satara,Soyabean,Kharif,7.23,10,11,14,22.6,65.1,908,3052,10511,Ferrous Sulphate,131,FYM,957,8.0
Ahmednagar,Sugarcane,Summer,7.3,28,6,38,18.2,60.2,979,2462,8309,Urea,128,FYM,1053,18.1
Sangli,Pomegranate,Kharif,7.22,31,23,34,26.0,61.2,844,1867,4430,Calcium Nitrate,96,Compost,1021,6.1
Pune,Wheat,Rabi,6.96,13,6,15,25.3,67.6,489,667,5529,14-35-14,145,Vermicompost,1612,5.4
Satara,Sugarcane,Rabi,8.21,26,26,30,24.9,61.8,1021,4542,12258,Potash,155,Cow Dung,1345,7.4
Ahmednagar,Soyabean,Rabi,5.95,16,17,26,28.4,70.4,1075,2555,1792,Ammonium Sulphate,131,Cow Dung,1634,24.0
Nashik,Wheat,Summer,7.82,11,28,26,30.9,68.9,847,367,2870,NPK,80,FYM,1050,23.1
Solapur,Onion,Kharif,7.66,21,28,36,24.9,50.7,1117,506,4476,10-26-26,192,Compost,1920,6.7
Kolhapur,Grapes,Kharif,7.56,14,20,10,27.1,71.3,431,550,5026,Potash,107,FYM,510,11.1
Kolhapur,Sugarcane,Rabi,7.89,25,21,16,25.0,53.5,726,4468,3367,12-32-16,72,Compost,996,23.9
Satara,Onion,Kharif,6.93,17,15,31,28.0,53.1,473,2365,9430,DAP,90,FYM,1539,7.0
Sangli,Onion,Rabi,5.5,32,13,39,20.1,64.7,650,3924,7664,17-17-17,64,Cow Dung,1556,6.9
